,area__rucc,area__urban_influence,econ__economic_typology,econ__pct_civilian_labor,econ__pct_unemployment,econ__pct_uninsured_adults,econ__pct_uninsured_children,demo__pct_female,demo__pct_below_18_years_of_age,demo__pct_aged_65_years_and_older,demo__pct_hispanic,demo__pct_non_hispanic_african_american,demo__pct_non_hispanic_white,demo__pct_american_indian_or_alaskan_native,demo__pct_asian,demo__pct_adults_less_than_a_high_school_diploma,demo__pct_adults_with_high_school_diploma,demo__pct_adults_with_some_college,demo__pct_adults_bachelors_or_higher,demo__birth_rate_per_1k,demo__death_rate_per_1k,health__pct_adult_obesity,health__pct_adult_smoking,health__pct_diabetes,health__pct_low_birthweight,health__pct_physical_inacticity,health__air_pollution_particulate_matter,health__motor_vehicle_crash_deaths_per_100k,health__pop_per_dentist,health__pop_per_primary_care_physician,yr,health__pct_excessive_drinking,heart_disease_mortality_per_100k
1681,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore adjacent to micro area and does not contain a town of at least 2,500 residents",Manufacturing-dependent,0.41,0.076,0.235,0.077,0.507,0.217,0.179,0.032,0.153,0.801,0.009,0.005,0.249506903,0.364891519,0.287968442,0.097633136,11,13,0.356,0.262,0.147,0.109,0.39,13,19.32,6830,2769,b,0.183,369.7630615
1682,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.487,0.061,0.237,0.078,0.522,0.232,0.155,0.062,0.152,0.742,0.002,0.013,0.164519326,0.297324083,0.338949455,0.199207136,12,11,0.313,0.247,0.137,0.107,0.283,13,12.44,2010,1519,a,0.223,291.7875671
1683,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area","Noncore adjacent to a small metro and does not contain a town of at least 2,500 residents",Farm-dependent,0.381,0.099,0.268,0.079,0.537,0.255,0.146,0.022,0.707,0.269,0.007,0.004,0.225903614,0.307228916,0.266064257,0.200803213,13,9,0.409,0.425,0.171,0.132,0.358,12,44.92,1609,2389,a,0.11,357.5822144
1685,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.449,0.071,0.251,0.11,0.503,0.271,0.147,0.007,0.1,0.868,0,0.002,0.124124124,0.394394394,0.328328328,0.153153153,8,9,0.317,0.376,0.117,0.088,0.292,13,24.49,6019,8869,b,0.228,301.7942505
1687,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore adjacent to micro area and does not contain a town of at least 2,500 residents",Mining-dependent,0.788,0.025,0.191,0.113,0.45,0.251,0.122,0.051,0.006,0.641,0.283,0.006,0.083,0.295,0.405,0.217,15,7,0.34,0.235,0.102,0.072,0.316,10,51.92,3120,2909,a,0.149,295.308136
1688,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore adjacent to micro area and does not contain a town of at least 2,500 residents",Farm-dependent,0.502,0.028,0.369,0.281,0.48,0.292,0.15,0.397,0.001,0.574,0.013,0.007,0.265936255,0.27689243,0.248007968,0.209163347,13,14,0.302,0.48,0.105,0.074,0.275,11,42.71,8190,2419,b,0.116,288.0887756
1689,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and does not contain a town of at least 2,500 residents",Farm-dependent,0.82,0.029,0.241,0.166,0.507,0.192,0.28,0.003,0.004,0.984,0,0.002,0.078662734,0.426745329,0.343166175,0.151425762,12,5,0.267,0.135,0.109,0.066,0.36,12,44.1,4179,3150,a,0.228,190.2023621
1691,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Farm-dependent,0.46,0.043,0.321,0.149,0.467,0.206,0.217,0.244,0.027,0.711,0.003,0,0.284866469,0.318496538,0.2512364,0.145400593,8,16,0.28,0.416,0.114,0.085,0.283,10,55.08,3219,2990,b,0.194,338.9535828
1693,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area","Noncore adjacent to a small metro and does not contain a town of at least 2,500 residents",Manufacturing-dependent,0.433,0.058,0.17,0.074,0.448,0.179,0.188,0.003,0.034,0.949,0.003,0.008,0.143143143,0.403403403,0.313313313,0.14014014,6,11,0.287,0.425,0.11,0.103,0.238,13,35.29,1480,5579,b,0.17,309.717041
1694,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area",Micropolitan not adjacent to a metro area,Federal/State government-dependent,0.44,0.103,0.208,0.073,0.448,0.188,0.162,0.023,0.064,0.711,0.158,0.013,0.110891089,0.38019802,0.317821782,0.191089109,9,10,0.378,0.219,0.113,0.062,0.245,10,9.25,1750,1679,b,0.137,264.6711731
1695,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Manufacturing-dependent,0.425,0.075,0.216,0.066,0.523,0.212,0.189,0.011,0.317,0.651,0,0.008,0.218289086,0.378564405,0.280235988,0.122910521,11,13,0.361,0.252,0.16,0.119,0.343,13,14.82,7000,1660,a,0.132,350.5848694
1696,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro and does not contain a town of at least 2,500 residents",Recreation,0.531,0.056,0.16,0.057,0.495,0.197,0.194,0.01,0.007,0.966,0.008,0.001,0.122244489,0.425851703,0.264529058,0.187374749,10,10,0.312,0.201,0.114,0.075,0.293,13,20.41,2979,2129,a,0.062,281.1799622
1697,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.486,0.046,0.231,0.129,0.495,0.254,0.123,0.301,0.038,0.579,0.027,0.039,0.137587238,0.227318046,0.331006979,0.304087737,14,7,0.225,0.156,0.079,0.067,0.192,10,10.28,1580,1430,a,0.243,208.9808044
1698,"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.397,0.104,0.311,0.11,0.518,0.284,0.118,0.546,0.031,0.37,0.053,0.026,0.286573146,0.254509018,0.327655311,0.131262525,15,7,0.302,0.141,0.096,0.058,0.184,10,21.84,2570,2180,b,0.205,264.6219788
1699,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Federal/State government-dependent,0.516,0.053,0.226,0.101,0.491,0.255,0.084,0.073,0.052,0.628,0.08,0.084,0.075936884,0.232741617,0.357001972,0.334319527,16,5,0.257,0.163,0.076,0.057,0.2,8,7.57,1000,1039,b,0.2,211.9048004
1700,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Manufacturing-dependent,0.462,0.05,0.349,0.196,0.514,0.244,0.103,0.296,0.244,0.449,0.017,0.005,0.227408143,0.314796425,0.279046673,0.178748759,13,6,0.325,0.48,0.106,0.079,0.284,9,23.74,6890,7329,b,0.147,305.2220154
1702,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.53,0.045,0.142,0.068,0.493,0.217,0.167,0.029,0.051,0.877,0.002,0.002,0.126401631,0.278287462,0.287461774,0.307849134,10,10,0.3,0.416,0.112,0.086,0.245,13,18.52,2920,2029,b,0.078,240.2454529
1703,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area","Noncore adjacent to a small metro and does not contain a town of at least 2,500 residents",Mining-dependent,0.476,0.039,0.249,0.146,0.461,0.196,0.193,0.369,0.041,0.569,0.012,0.011,0.195564516,0.356854839,0.319556452,0.128024194,11,10,0.299,0.408,0.121,0.069,0.302,8,31.01,5930,5579,a,0.1,241.8951874
1704,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",Micropolitan adjacent to a small metro area,Nonspecialized,0.419,0.089,0.22,0.083,0.503,0.196,0.224,0.041,0.004,0.889,0.019,0.009,0.104417671,0.330321285,0.408634538,0.156626506,10,13,0.322,0.243,0.117,0.064,0.215,8,20.8,1750,1599,b,0.236,236.4833527
1706,"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Federal/State government-dependent,0.424,0.065,0.25,0.059,0.491,0.198,0.17,0.001,0.015,0.961,0,0,0.182547643,0.462387161,0.212637914,0.142427282,10,11,0.355,0.268,0.115,0.089,0.343,14,21.87,5170,3369,b,0.183,321.7567749
1707,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore adjacent to micro area and contains a town of 2,500-19,999 residents",Farm-dependent,0.352,0.114,0.284,0.066,0.511,0.233,0.181,0.046,0.534,0.397,0,0.002,0.208333333,0.441468254,0.23015873,0.120039683,13,14,0.36,0.363,0.146,0.129,0.357,12,32.51,3030,1059,b,0.167,417.3115234
1709,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and contains a town of 2,500  or more residents",Farm-dependent,0.524,0.025,0.272,0.166,0.381,0.215,0.136,0.255,0.069,0.654,0.001,0.001,0.195939086,0.343147208,0.247715736,0.21319797,9,6,0.299,0.408,0.101,0.068,0.264,11,42.71,3250,5579,a,0.185,213.6505737
1710,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Federal/State government-dependent,0.503,0.027,0.195,0.096,0.504,0.228,0.112,0.073,0.045,0.736,0.046,0.05,0.085742772,0.26221336,0.336989033,0.315054835,11,7,0.298,0.215,0.094,0.067,0.226,10,8.43,2360,1960,a,0.202,265.664856
1711,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.49,0.052,0.178,0.089,0.506,0.24,0.177,0.006,0.01,0.965,0.011,0,0.125506073,0.421052632,0.263157895,0.190283401,11,9,0.331,0.295,0.122,0.064,0.289,14,27.74,1239,1839,a,0.131,277.0897827
1713,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.544,0.036,0.107,0.057,0.505,0.293,0.097,0.035,0.036,0.846,0.003,0.06,0.035820896,0.160199005,0.244776119,0.55920398,12,5,0.229,0.13,0.072,0.072,0.177,13,5.49,1359,699,a,0.104,191.3315582
1714,"Nonmetro - Urban population of 20,000 or more, not adjacent to a metro area",Micropolitan not adjacent to a metro area,Nonspecialized,0.372,0.123,0.275,0.07,0.544,0.274,0.125,0.008,0.712,0.271,0,0.01,0.22597137,0.301635992,0.278118609,0.194274029,16,12,0.4,0.244,0.139,0.137,0.39,12,27.73,2789,2190,b,0.136,388.1689148
1715,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area","Noncore adjacent to a small metro and does not contain a town of at least 2,500 residents",Farm-dependent,0.589,0.024,0.19,0.088,0.502,0.232,0.198,0.018,0.013,0.961,0.011,0.001,0.101101101,0.383383383,0.35035035,0.165165165,10,17,0.302,0.136,0.112,0.082,0.284,11,44.1,3850,2419,b,0.22,265.1228638
1716,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Federal/State government-dependent,0.339,0.083,0.223,0.08,0.525,0.229,0.171,0.033,0.257,0.689,0.006,0.002,0.147959184,0.45,0.232653061,0.169387755,11,8,0.311,0.197,0.146,0.101,0.277,13,22.11,6379,3219,a,0.181,293.5316772
1717,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Noncore adjacent to a large metro area,Recreation,0.482,0.05,0.332,0.164,0.505,0.224,0.2,0.198,0.02,0.753,0.01,0,0.149,0.324,0.302,0.225,11,10,0.263,0.242,0.097,0.069,0.256,9,34.17,2219,2390,b,0.163,220.2775116
1719,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and does not contain a town of at least 2,500 residents",Farm-dependent,0.71,0.019,0.177,0.104,0.518,0.222,0.215,0.155,0,0.829,0.008,0.008,0.113381001,0.300306435,0.328907048,0.257405516,14,9,0.311,0.408,0.111,0.076,0.292,13,110.45,1239,1290,a,0.241,222.4042816
1720,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore adjacent to micro area and contains a town of 2,500-19,999 residents",Manufacturing-dependent,0.504,0.052,0.197,0.088,0.515,0.228,0.161,0.037,0.058,0.883,0.002,0.006,0.196059113,0.421674877,0.238423645,0.143842365,12,10,0.326,0.211,0.134,0.07,0.324,13,37.26,2439,2360,b,0.212,286.5005493
1721,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Micropolitan adjacent to a large metro area,Nonspecialized,0.498,0.049,0.342,0.174,0.51,0.256,0.166,0.155,0.077,0.746,0.01,0.005,0.179764244,0.365422397,0.287819253,0.166994106,13,10,0.34,0.282,0.11,0.087,0.299,10,35.98,3589,2720,b,0.157,317.1068115
1722,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Manufacturing-dependent,0.488,0.062,0.2,0.06,0.513,0.24,0.103,0.068,0.391,0.456,0.007,0.028,0.108651911,0.285714286,0.368209256,0.237424547,15,8,0.333,0.227,0.119,0.09,0.262,12,6.67,1330,1660,b,0.109,258.3109741
1723,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore adjacent to micro area and contains a town of 2,500-19,999 residents",Farm-dependent,0.481,0.063,0.155,0.045,0.493,0.228,0.182,0.013,0.002,0.973,0,0,0.111111111,0.389389389,0.324324324,0.175175175,12,10,0.317,0.48,0.111,0.096,0.267,14,16.62,9589,3650,a,0.119,294.204834
1724,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore adjacent to micro area and does not contain a town of at least 2,500 residents",Farm-dependent,0.568,0.015,0.185,0.08,0.495,0.225,0.243,0.015,0.003,0.945,0.024,0,0.138446215,0.406374502,0.25498008,0.200199203,14,12,0.272,0.117,0.099,0.066,0.295,12,51.35,3019,2970,a,0.224,225.5768738
1725,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Micropolitan adjacent to a small metro area,Mining-dependent,0.491,0.045,0.291,0.144,0.501,0.25,0.145,0.211,0.023,0.732,0.022,0.006,0.166834171,0.314572864,0.369849246,0.148743719,15,11,0.322,0.425,0.108,0.094,0.301,10,27.35,3670,2449,b,0.188,332.9808044
1726,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and contains a town of 2,500  or more residents",Recreation,0.496,0.059,0.235,0.106,0.498,0.205,0.204,0.212,0.003,0.639,0.123,0.017,0.125613346,0.310107949,0.326790972,0.237487733,12,8,0.223,0.408,0.099,0.092,0.147,11,14.48,1310,1080,a,0.111,254.4887238
1727,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore adjacent to micro area and contains a town of 2,500-19,999 residents",Mining-dependent,0.388,0.082,0.24,0.045,0.512,0.206,0.177,0.013,0.002,0.966,0.002,0.004,0.153769841,0.47718254,0.197420635,0.171626984,11,11,0.344,0.205,0.117,0.085,0.31,13,19.56,2740,1740,a,0.313,297.9390869
1730,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and does not contain a town of at least 2,500 residents",Federal/State government-dependent,0.522,0.051,0.323,0.247,0.489,0.213,0.225,0.484,0.01,0.486,0.024,0.014,0.195939086,0.354314721,0.275126904,0.174619289,12,8,0.288,0.416,0.099,0.086,0.309,11,44.1,3250,5579,b,0.141,249.3005676
1731,"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Manufacturing-dependent,0.395,0.089,0.221,0.05,0.518,0.191,0.204,0.041,0,0.946,0.003,0.002,0.212273642,0.415492958,0.244466801,0.1277666,9,15,0.319,0.234,0.122,0.081,0.384,13,20.23,3720,1820,b,0.118,351.6949768
1732,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Recreation,0.446,0.082,0.168,0.051,0.502,0.236,0.159,0.008,0.024,0.959,0.004,0.008,0.110119048,0.442460317,0.29265873,0.154761905,13,9,0.256,0.199,0.115,0.06,0.249,12,17.56,5499,1690,b,0.108,224.7679443
1734,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.517,0.028,0.108,0.049,0.487,0.232,0.156,0.016,0.001,0.959,0.007,0,0.066666667,0.292156863,0.374509804,0.266666667,11,9,0.294,0.149,0.082,0.077,0.243,10,9.31,2599,1390,b,0.225,238.0188293
1737,"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.468,0.079,0.218,0.073,0.52,0.236,0.144,0.068,0.38,0.536,0.012,0.008,0.153769841,0.346230159,0.306547619,0.193452381,12,10,0.329,0.225,0.126,0.096,0.306,12,21.05,2129,1650,b,0.313,307.1790466
1739,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and contains a town of 2,500  or more residents",Nonspecialized,0.436,0.072,0.212,0.103,0.524,0.239,0.208,0.016,0.01,0.949,0,0.006,0.127236581,0.497017893,0.235586481,0.140159046,12,13,0.332,0.268,0.108,0.063,0.308,10,11.34,6180,1779,a,0.179,327.8304749
1740,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Manufacturing-dependent,0.443,0.052,0.244,0.075,0.507,0.207,0.169,0.057,0.073,0.829,0.011,0.038,0.206114398,0.292899408,0.33234714,0.168639053,10,12,0.312,0.244,0.12,0.083,0.292,13,15.76,2419,1769,a,0.193,274.0698242
1742,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore adjacent to micro area and does not contain a town of at least 2,500 residents",Mining-dependent,0.386,0.095,0.236,0.082,0.507,0.221,0.175,0.01,0.017,0.947,0.009,0.002,0.198224852,0.40433925,0.280078895,0.117357002,9,15,0.314,0.407,0.111,0.078,0.276,11,27.13,10650,5319,b,0.265,415.7803345
1743,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Farm-dependent,0.379,0.052,0.329,0.156,0.472,0.247,0.164,0.419,0.071,0.51,0.013,0.006,0.221550856,0.346424975,0.271903323,0.160120846,14,10,0.283,0.408,0.113,0.131,0.309,10,20,4270,2599,b,0.21,265.795929
1745,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore adjacent to micro area and contains a town of 2,500-19,999 residents",Manufacturing-dependent,0.363,0.072,0.178,0.059,0.5,0.234,0.154,0.014,0.009,0.957,0.013,0.008,0.216733871,0.420362903,0.241935484,0.120967742,13,12,0.32,0.256,0.15,0.098,0.31,13,21.44,2360,3560,a,0.171,309.1767273
1746,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Noncore adjacent to a large metro area,Nonspecialized,0.5,0.047,0.305,0.165,0.519,0.233,0.196,0.265,0.125,0.589,0.008,0,0.17357002,0.391518738,0.25147929,0.183431953,13,13,0.286,0.425,0.12,0.069,0.303,9,30.1,3500,1300,b,0.105,316.3717041
1747,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Micropolitan adjacent to a large metro area,Manufacturing-dependent,0.457,0.059,0.162,0.063,0.501,0.238,0.156,0.035,0.058,0.885,0.002,0.007,0.066801619,0.422064777,0.316801619,0.194331984,11,11,0.301,0.237,0.108,0.082,0.278,8,17.63,2390,2099,a,0.198,270.1586609
1748,"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Federal/State government-dependent,0.458,0.078,0.146,0.047,0.482,0.168,0.179,0.015,0.082,0.893,0.001,0.009,0.115422886,0.423880597,0.284577114,0.176119403,10,12,0.28,0.225,0.119,0.098,0.307,13,14.19,1629,1690,b,0.167,322.0535889
1749,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore adjacent to micro area and does not contain a town of at least 2,500 residents",Farm-dependent,0.615,0.034,0.175,0.078,0.496,0.203,0.269,0.008,0.003,0.968,0,0.015,0.079286422,0.446977205,0.312190287,0.161546085,10,17,0.33,0.095,0.113,0.126,0.32,9,44.1,930,1359,b,0.264,246.9832153
1750,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Manufacturing-dependent,0.476,0.047,0.235,0.083,0.51,0.229,0.175,0.067,0.064,0.85,0.003,0.004,0.171936759,0.367588933,0.296442688,0.164031621,12,11,0.32,0.212,0.136,0.091,0.36,13,22.62,1530,1659,a,0.138,288.9802246
1751,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Farm-dependent,0.424,0.048,0.331,0.16,0.516,0.211,0.26,0.105,0.005,0.863,0.014,0,0.196392786,0.327655311,0.264529058,0.211422846,11,16,0.305,0.408,0.126,0.055,0.312,10,25.35,1660,919,a,0.125,319.6396179
